paper_title,year,num_datasets,genre1,genre2,genre3,genre4,genre5,genre_clean
(PS2-17) Modeling Melodic Improvisation in Turkish Folk Music Using Variable-Length Markov Models,2011,1,turkish folk music,NA,NA,NA,NA,Folk
(PS2-18) Iranian Traditional Music Dastgah Classification,2011,1,Traditional Iranian Music,NA,NA,NA,NA,Non-Western
"(PS2-19) The Temperament Police: The Truth, the Ground Truth, and Nothing but the Truth",2011,1,Classical,NA,NA,NA,NA,Classical
(PS2-20) Methodology and Resources for The Structural Segmentation of Music Pieces into Autonomous and Comparable Blocks,2011,1,Pop,NA,NA,NA,NA,Pop
(OS3-1) The Music Encoding Initiative as a Document-Encoding Framework,2011,1,unspecified,NA,NA,NA,NA,Doesn't Specify
(OS3-2) Low Dimensional Visualization of Folk Music Systems Using the Self Organizing Cloud,2011,1,folk,NA,NA,NA,NA,Folk
(OS3-3) New Approaches to Optical Music Recognition,2011,0,n/a,NA,NA,NA,NA,N/A
(OS4-1) Songle: A Web Service for Active Music Listening Improved by User Contributions,2011,0,n/a,NA,NA,NA,NA,N/A
(OS4-2) Improving Perceptual Tempo Estimation with Crowd-Sourced Annotations,2011,1,rock, country, pop, soul," funk, rnb, jazz, latin,reggae,disco, rap",Various
(OS4-3) Investigating the Similarity Space of Music Artists on the Micro-Blogosphere,2011,2,Various (14 genres),NA,NA,NA,NA,Various
(OS4-4) Musical Influence Network Analysis and Rank of Sample-Based Music,2011,1,electronic dance, rock, hip hop, soul/disco/funk, reggae,Various
(OS5-1) User studies in the Music Information Retrieval Literature,2011,0,n/a,NA,NA,NA,NA,N/A
(OS5-2) Social Capital and Music Discovery: An Examination of the Ties through Which Late Adolescents Discover New Music,2011,1,N/A,NA,NA,NA,NA,N/A
(OS5-3) MIR in School? Lessons from Ethnographic Observation of Secondary School Music Classes,2011,0,n/a,NA,NA,NA,NA,N/A
(OS5-4) Ethnographic observations of musicologists at the British Library: implications for Music Information Retrieval,2011,1,early music, classical music, romantic, contemporary,NA,Various
(PS3-1) Peachnote: Music Score Search and Analysis Platform,2011,1,Musical Scores - doesn't specify genre some are piano,NA,NA,NA,NA,Doesn't Specify
(PS3-2) The Melodic Signature Index for Fast Content-based Retrieval of Symbolic Scores Camelia Constantin,2011,1,Mostly Classical sheet music,NA,NA,NA,NA,Classical
(PS3-3) Dynamic Programming in Transposition and Time-Warp Invariant Polyphonic Content-Based Music Retrieval,2011,1,doesn't specify,NA,NA,NA,NA,Doesn't Specify
(PS3-4) Rhythm Extraction from Polyphony Symbolic Music,2011,1,7000 MIDI files of various genres,NA,NA,NA,NA,Various
(PS3-5) Complexity Driven Recombination of MIDI Loops,2011,0,n/a,NA,NA,NA,NA,N/A
(PS3-6) Feature Extraction and Machine Learning on Symbolic Music using the music21 Toolkit,2011,1,folk songs from china and central europe,NA,NA,NA,NA,Folk
(PS3-7) Probabilistic Modeling of Hierarchical Music Analysis,2011,1,Classical,NA,NA,NA,NA,Classical
(PS3-8) Neo-Riemannian Cycle Detection with Weighted Finite-State Transducers,2011,1,Romantic music scores,NA,NA,NA,NA,Classical
(PS3-9) Using Sequence Alignment and Voting to Improve Optical Music Recognition from Multiple Recognizers,2011,1,western classical,NA,NA,NA,NA,Classical
(PS3-10) OCR based post processing of OMR for the recovery of transposing instruments in complex orchestral scores,2011,1,classical,NA,NA,NA,NA,Classical
(PS3-11) Classifying Bach’s Handwritten C-Clefs,2011,1,classical,NA,NA,NA,NA,Classical
(PS3-12) Automatic Pitch Detection in Printed Square Notation,2011,1,Church music,NA,NA,NA,NA,Other
(PS3-13) Associations between Musicology and Music Information Retrieval,2011,1,N/A,NA,NA,NA,NA,N/A
(PS3-14) Potential Relationship Discovery in Tag-Aware Music Style Clustering and Artist Social Networks,2011,2,Various,NA,NA,NA,NA,Various
(PS3-15) Using Network Sciences to Rank Musicians and Composers in Brazilian Popular Music,2011,1,n/a,NA,NA,NA,NA,N/A
(PS3-16) Finding Community Structure in Music Genres Networks,2011,1,blues, mpb (Brazilian popular music), reggae, rock,NA,Various
"(PS3-17) Guitar Tab Mining, Analysis and Ranking",2011,1,Beatles,NA,NA,NA,NA,"Pop, Rock"
(PS3-18) A Musical Web Mining and Audio Feature Extraction Extension to The Greenstone Digital Library Software,2011,0,n/a,NA,NA,NA,NA,N/A
(PS3-19) Knowledge Representation Issues in Musical Instrument Ontology Design,2011,0,n/a,NA,NA,NA,NA,N/A
(PS3-20) The Studio Ontology Framework,2011,0,n/a,NA,NA,NA,NA,N/A
(PS4-1) Music Structural Segmentation by Combining Harmonic and Timbral Information,2011,1,180 beatles songs,NA,NA,NA,NA,"Pop, Rock"
(PS4-2) A Regularity-Constrained Viterbi Algorithm and Its Application to The Structural Segmentation of Songs,2011,1,pop,NA,NA,NA,NA,Pop
(PS4-3) Structural Change on Multiple Time Scales as a Correlate of Musical Complexity,2011,1,Various,NA,NA,NA,NA,Various
(PS4-4) l1-Graph Based Music Structure Analysis,2011,2,pop, rock, hip hop and jazz (PM), pop/rock,NA,Various
(PS4-5) Causal prediction of continuous-valued music features,2011,1,Pop/Rock,NA,NA,NA,NA,"Pop, Rock"
(PS4-6) Exemplar-based Assignment of Large Missing Audio Parts using String Matching on Tonal Features,2011,1,pop/rock, rock, pop,NA,NA,"Pop, Rock"
(PS4-7) Aligning Semi-Improvised Music Audio with Its Lead Sheet,2011,1,Jazz,NA,NA,NA,NA,Jazz
(PS4-8) Expressive Timing from Cross-Performance and Audio-based Alignment Patterns: An Extended Case Study,2011,1,classical,NA,NA,NA,NA,Classical
(PS4-9) Incremental Bayesian Audio-to-Score Alignment with Flexible Harmonic Structure Models,2011,1,Jazz,NA,NA,NA,NA,Jazz
(PS4-10) Stochastic Modeling of a Musical Performance with Expressive Representations from the Musical Score,2011,2,classical western,NA,NA,NA,NA,Classical
(PS4-11) The Natural Language of Playlists,2011,3,doesn't specify,NA,NA,NA,NA,Doesn't Specify
(PS4-12) On the Importance of “Real” Audio Data for MIR Algorithm Evaluation at the Note-Level - A Comparative Study,2011,1,classical,NA,NA,NA,NA,Classical
(PS4-13) A Comparative Study of Collaborative vs. Traditional Musical Mood Annotation,2011,1,unspecified,NA,NA,NA,NA,Doesn't Specify
(PS4-14) Design and creation of a large-scale database of structural annotations,2011,1,jazz, classical, world music,NA,NA,"Jazz, Classical, Non-Western"
(PS4-15) Music Structure Segmentation Algorithm Evaluation: Expanding on MIREX 2010 Analyses and Datasets,2011,2,classical, jazz, world, popular, live,Various
(PS4-16) Music Information Robotics: Coping Strategies for Musically Challenged Robots,2011,1,Instrument recordings,NA,NA,NA,NA,Single Instrument
(PS4-17) The potential for automatic assessment of trumpet tone quality,2011,1,Instrument recordings,NA,NA,NA,NA,Single Instrument
(PS4-18) Elementary Sources: Latent Component Analysis for Music Composition,2011,1,Classical,NA,NA,NA,NA,Classical
(PS4-19) Cross-Modal Aesthetics from A Feature Extraction Perspective: A Pilot Study,2011,1,Western piano recordings,NA,NA,NA,NA,Single Instrument
(OS6-1) The Million Song Dataset,2011,1,Various,NA,NA,NA,NA,Various
(OS6-2) Audio Music Similarity and Retrieval: Evaluation Power and Stability,2011,1,doesn't specify,NA,NA,NA,NA,Doesn't Specify
(OS6-3) MusiCLEF: a Benchmark Activity in Multimodal Music Information Retrieval,2011,1,bossanova, country rock, hymn, orchestral pop, slide blues,Various
(OS6-4) Information Retrieval Meta-Evaluation: Challenges and Opportunities in the Music Domain,2011,0,n/a,NA,NA,NA,NA,N/A
(OS7-1) A Segment-Based Fitness Measure for Capturing Repetitive Structures of Music Recordings,2011,0,rock, classical,NA,NA,NA,Various
(OS7-2) Analysis of Acoustic Features for Automated Multi-Track Mixing,2011,1,Rock,NA,NA,NA,NA,Rock
(OS7-3) Accelerating The Mixing Phase In Studio Recording Productions By Automatic Audio Alignment,2011,1,J. Brahms' sextet op. 18,  P. Manoury's Tensio,NA,NA,NA,Classical
(OS8-1) An Expert Ground Truth Set for Audio Chord Recognition and Music Analysis,2011,1,single instrument,NA,NA,NA,NA,Single Instrument
(OS8-2) Leveraging Noisy Online Databases for Use in Chord Recognition,2011,1,218 beatles songs,NA,NA,NA,NA,"Pop, Rock"
(OS8-3) A Vocabulary-Free Infinity-Gram Model for Nonparametric Bayesian Chord Progression Analysis,2011,1,Beatles songs,NA,NA,NA,NA,"Pop, Rock"
(OS8-4) A Feature Smoothing Method for Chord Recognition Using Recurrence Plots,2011,1,pop/rock, rock, pop,NA,NA,"Pop, Rock"
(PS6-1) Multiscale Scattering for Audio Classification,2011,1,10 genres,NA,NA,NA,NA,Various
(PS6-2) Multi-scale temporal fusion by boosting for music classification,2011,1,Pop and Instrument Recordings,NA,NA,NA,NA,Single Instrument
(PS6-3) Audio-based Music Classification with a Pretrained Convolutional Network,2011,1,20 genres are included,NA,NA,NA,NA,Various
(PS6-4) Music Genre Classification by Ensembles of Audio and Lyrics Features,2011,2,Various,NA,NA,NA,NA,Various
(PS6-5) Unsupervised Learning of Sparse Features for Scalable Audio Classification,2011,1,Various,NA,NA,NA,NA,Various
(PS6-6) Sparse Signal Decomposition on Hybrid Dictionaries Using Musical Priors,2011,0,Classical, Pop/Rock, Instrument Recording,NA,NA,Single Instrument
(PS6-7) Music Genre Classification using Similarity Functions,2011,1,J Pop,NA,NA,NA,NA,Non-Western
(PS6-8) New Trends in Musical Genre Classification Using Optimum-Path Forest,2011,1,Various,NA,NA,NA,NA,Various
(PS6-9) Combining Content-Based Auto-Taggers with Decision-Fusion,2011,1,Pop,NA,NA,NA,NA,Pop
(PS6-10) Music Tagging with Regularized Logistic Regression,2011,1,Pop,NA,NA,NA,NA,Pop
(PS6-11) An Empirical Study of Multi-Label Classifiers for Music Tag Annotation,2011,2,Pop and Various,NA,NA,NA,NA,"Pop, Various"
(PS6-12) Semantic Annotation and Retrieval of Music using a Bag of Systems Representation,2011,1,Pop,NA,NA,NA,NA,Pop
(PS6-13) Temporal pooling and multiscale learning for automatic annotation and ranking of music audio,2011,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
(PS6-14) Music Mood Classification of Television Theme Tunes,2011,1,various,NA,NA,NA,NA,Various
(PS6-15) Musical Moods: A Mass Participation Experiment for Affective Classification of Music,2011,0,n/a,NA,NA,NA,NA,N/A
(PS6-16) Modeling Dynamic Patterns for Emotional Content in Music,2011,1,unspecified,NA,NA,NA,NA,Doesn't Specify
(PS6-17) Identifying Emotion Segments in Music by Discovering Motifs in Physiological Data,2011,1,Pop/Rock, Rock, and Rock,NA,NA,"Pop, Rock"
(PS6-18) Multi-Modal Non-Prototypical Music Mood Analysis in Continuous Space: Reliability and Performances,2011,0,n/a,NA,NA,NA,NA,N/A
(PS6-19) Music Emotion Classification of Chinese Songs based on Lyrics Using TF*IDF and Rhyme,2011,1,Chinese Pop,NA,NA,NA,NA,Non-Western
(PS6-20) Urgency Analysis of Audible Alarms in The Operating Room,2011,1,alarm sounds,NA,NA,NA,NA,Other
(OS9-1) Modeling Musical Emotion Dynamics with Conditional Random Fields,2011,1,pop,NA,NA,NA,NA,Pop
(OS9-2) Mining the Correlation between Lyrical and Audio Features and the Emergence of Mood,2011,1,Doesn't Specify,NA,NA,NA,NA,Doesn't Specify
(OS9-3) Exploring The Relationship Between Mood and Creativity in Rock Lyrics,2011,2,Various,NA,NA,NA,NA,Various
Influence in Early Electronic Dance Music: An Audio Content Analysis Investigation,2012,1,Chicago House, Detroit Techno, 1980s Pop, Funk," Disco, Synth Pop, Electro and Hip Hop, Punk/Post-Punk",Various
Association Mining of Folk Music Genres and Toponyms,2012,1,Folk,NA,NA,NA,NA,Folk
Characterization of Embellishments in Ney Performances of Makam Music in Turkey,2012,1,Various,NA,NA,NA,NA,Various
Cross-cultural Music Mood Classification: A Comparison on English and Chinese Songs,2012,1,Chinese Pop,NA,NA,NA,NA,Non-Western
Towards a (Better) Definition of the Description of Annotated MIR Corpora,2012,0,N/A,NA,NA,NA,NA,N/A
Modeling Musical Mood From Audio Features and Listening Context on an In-Situ Data Set,2012,1,Various,NA,NA,NA,NA,Various
Analyzing Drum Patterns Using Conditional Deep Belief Networks,2012,1,Instrument Recordings,NA,NA,NA,NA,Single Instrument
N-gram Based Statistical Makam Detection on Makam Music in Turkey Using Symbolic Data,2012,1,traditional Turkish makams,NA,NA,NA,NA,Folk
Evaluating the Online Capabilities of Onset Detection Methods,2012,3,Doesn't specify (all 3),NA,NA,NA,NA,Doesn't Specify
Structure-Based Audio Fingerprinting for Music Retrieval,2012,1,Classical (Chopin's Mazurkas),NA,NA,NA,NA,Classical
Bridging Printed Music and Audio Through Alignment Using a Mid-level Score Representation,2012,2,Classical (both),NA,NA,NA,NA,Classical
Real-time Online Singing Voice Separation from Monaural Recordings Using Robust Low-rank Modeling,2012,1,Chinese karoake,NA,NA,NA,NA,Non-Western
Folksonomy-based Tag Recommendation for Online Audio Clip Sharing,2012,1,Various,NA,NA,NA,NA,Various
Infinite Composite Autoregressive Models for Music Signal Analysis,2012,1,Piano music,NA,NA,NA,NA,Single Instrument
Professionally-produced Music Separation Guided by Covers,2012,1,Pop,NA,NA,NA,NA,Pop
Bayesian Nonnegative Harmonic-Temporal Factorization and Its Application to Multipitch Analysis,2012,1,Jazz, Classical,NA,NA,NA,"Jazz, Classical"
A Scape Plot Representation for Visualizing Repetitive Structures of Music Recordings,2012,2,Pop (1), Classical (2),NA,NA,NA,"Pop, Rock, Classical"
A Systematic Comparison of Music Similarity Adaptation Approaches,2012,1,Various,NA,NA,NA,NA,Various
Using Hyper-genre Training to Explore Genre Information for Automatic Chord Estimation,2012,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
Semi-supervised NMF with Time-frequency Annotations for Single-channel Source Separation,2012,2,Doesn't specify (both),NA,NA,NA,NA,Doesn't Specify
Neon.js: Neume Editor Online,2012,0,N/A,NA,NA,NA,NA,N/A
Modeling Chord and Key Structure with Markov Logic,2012,1,Pop/Rock,NA,NA,NA,NA,"Pop, Rock"
A Geometric Language for Representing Structure in Polyphonic Music,2012,0,N/A,NA,NA,NA,NA,N/A
Unsupervised Learning of Local Features for Music Classification,2012,1,Various (10 genres),NA,NA,NA,NA,Various
Modeling Piano Interpretation Using Switching Kalman Filter,2012,1,Classical,NA,NA,NA,NA,Classical
Interpreting Rhythm in Optical Music Recognition,2012,1,Classical,NA,NA,NA,NA,Classical
Assigning a Confidence Threshold on Automatic Beat Annotation in Large Datasets,2012,2,Acoustic;  Afro-American;  Jazz/Blues;  Classical;  Choral;Electronic; Rock/Pop; Balkan/Greek; and Samba,NA,NA,NA,NA,Various
A Corpus-based Study of Rhythm Patterns,2012,1,Pop/Rock, Film, Jazz, Classical, Country/Folk,Various
"One in the Jungle: Downbeat Detection in Hardcore, Jungle, and Drum and Bass",2012,1,EDM,NA,NA,NA,NA,Other
A MIREX Meta-analysis of Hubness in Audio Music Similarity,2012,1,Baroque, Country, Edance, Jazz," Metal, Rap/Hip Hop, Rock&Roll, Romntic, Blues, Classical",Various
How Significant is Statistically Significant? The case of Audio Music Similarity and Retrieval,2012,1,N/A,NA,NA,NA,NA,N/A
Statistical Characterisation of Melodic Pitch Contours and its Application for Melody Extraction,2012,1,Rock, Pop, R&B, Jazz, Opera,Various
Detecting Melodic Motifs from Audio for Hindustani Classical Music,2012,1,Non-western (Hindustani classical music),NA,NA,NA,NA,Non-western
Characterization of Intonation in Carnatic Music by Parametrizing Pitch Histograms,2012,1,Non-western (Indian raaga),NA,NA,NA,NA,Non-Western
Discriminative Non-negative Matrix Factorization for Multiple Pitch Estimation,2012,3,genre N/A (1&2), Classical (3),NA,NA,NA,Classical
A Feature Relevance Study for Guitar Tone Classification,2012,1,genre N/A,NA,NA,NA,NA,Single Instrument
String Methods for Folk Tune Genre Classification,2012,1,Folk,NA,NA,NA,NA,Folk
A Turkish Makam Music Symbolic Database for Music Information Retrieval: SymbTr,2012,1,Turkish makam music,NA,NA,NA,NA,Folk
Polyphonic Music Classification on Symbolic Data Using Dissimilarity Functions,2012,2,Classical (1), J-Pop (2),NA,NA,NA,"Classical, Non-Western"
"Semiotic Structure Labeling of Music Pieces: Concepts, Methods and Annotation Conventions",2012,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
Large-Scale Cover Song Recognition Using the 2D Fourier Transform Magnitude,2012,1,Pop,NA,NA,NA,NA,Pop
Creating Ground Truth for Audio Key Finding: When the Title Key May Not Be the Key,2012,1,Classical,NA,NA,NA,NA,Classical
Understanding User Requirements for Music Information Services,2012,0,N/A,NA,NA,NA,NA,N/A
The Impact of MIREX on Scholarly Research (2005 – 2010),2012,0,N/A,NA,NA,NA,NA,N/A
An Emotion Model for Music Using Brain Waves,2012,1,Folk, Jazz, Pop, Rock,NA,Various
Music Structure Analysis by Ridge Regression of Beat-synchronous Audio Features,2012,1,Pop/Rock,NA,NA,NA,NA,"Pop, Rock"
Score-Informed Leading Voice Separation from Monaural Audio,2012,1,Pop/Rock,NA,NA,NA,NA,"Pop, Rock"
On Measuring Syncopation to Drive an Interactive Music System,2012,2,rock, funk, disco dance (loops), and Western pop,NA,Various
Current Challenges in the Evaluation of Predominant Melody Extraction Algorithms,2012,3,Doesn't specify (all 3),NA,NA,NA,NA,Doesn't Specify
Improving Audio Chord Transcription by Exploiting Harmonic and Metric Knowledge,2012,1,Pop, Rock, EDM,NA,NA,Various
Reducing Tempo Octave Errors by Periodicity Vector Coding And SVM Learning,2012,2,Ballroom (1), Doesn't specify (2),NA,NA,NA,Other
Context-free 2D Tree Structure Model of Musical Notes for Bayesian Modeling of Polyphonic Spectrograms,2012,1,Classical - these pieces are all Chopin or Mozart,NA,NA,NA,NA,Classical
Compressing Music Recordings into Audio Summaries,2012,1,Classical,NA,NA,NA,NA,Classical
Second Fiddle is Important Too: Pitch Tracking Individual Voices in Polyphonic Music,2012,1,Single instrument,NA,NA,NA,NA,Single Instrument
Feature Learning in Dynamic Environments: Modeling the Acoustic Structure of Musical Emotion,2012,1,Pop,NA,NA,NA,NA,Pop
User-centered Measures vs. System Effectiveness in Finding Similar Songs,2012,1,Baroque, Romantic, Classical, Country," Jazz, Blues, Rock&Roll, Rap/HipHop, Metal, Edance",Various
Towards Time-resilient MIR Processes,2012,0,N/A,NA,NA,NA,NA,N/A
Hypergraph Models of Playlist Dialects,2012,2,Various (both),NA,NA,NA,NA,Various
Learning to Embed Songs and Tags for Playlist Prediction,2012,2,Various (both),NA,NA,NA,NA,Various
Extracting Semantic Information from an Online Carnatic Music Forum,2012,2,Indian Carnatic music (all),NA,NA,NA,NA,Non-Western
Ranking Lyrics for Online Search,2012,1,Various,NA,NA,NA,NA,Various
The Role Of Music in the Lives of Homeless Young People: A Preliminary Report,2012,0,N/A,NA,NA,NA,NA,N/A
A Survey on Music Listening and Management Behaviours,2012,0,N/A,NA,NA,NA,NA,N/A
Automatic Music Transcription: Breaking the Glass Ceiling,2012,0,N/A,NA,NA,NA,NA,N/A
Putting the User in the Center of Music Information Retrieval,2012,0,N/A,NA,NA,NA,NA,N/A
The Impact (or Non-impact) of User Studies in Music Information Retrieval,2012,0,N/A,NA,NA,NA,NA,N/A
Mel Cepstrum & Ann Ova: The Difficult Dialog Between MIR and Music Cognition,2012,0,N/A,NA,NA,NA,NA,N/A
Moving Beyond Feature Design: Deep Architectures and Automatic Feature Learning in Music Informatics,2012,0,N/A,NA,NA,NA,NA,N/A
"Reuse, Remix, Repeat: the Workflows of MIR",2012,0,N/A,NA,NA,NA,NA,N/A
Multi-Template Shift-Variant Non-Negative Matrix Deconvolution for Semi-Automatic Music Transcription,2012,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
Tracking Melodic Patterns in Flamenco Singing by Analyzing Polyphonic Music Recordings,2012,1,Flamenco,NA,NA,NA,NA,Other
A Cross-version Approach for Stabilizing Tempo-based Novelty Detection,2012,1,Classical,NA,NA,NA,NA,Classical
Fast Identification of Piece and Score Position via Symbolic Fingerprinting,2012,2,Classical (both),NA,NA,NA,NA,Classical
"A Multimedia Search and Navigation Prototype, Including Music and Video-clips",2012,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
Chord Recognition Using Duration-explicit Hidden Markov Models,2012,2,Pop/Rock (1), Pop (2),NA,NA,NA,"Pop, Rock"
Finding Repeating Stanzas in Folk Songs,2012,1,Folk,NA,NA,NA,NA,Folk
Detecting Episodes with Harmonic Sequences for Fugue Analysis,2012,1,Classical,NA,NA,NA,NA,Classical
Inferring Chord Sequence Meanings via Lyrics: Process and Evaluation,2012,1,various,NA,NA,NA,NA,Various
Facilitating Comprehensive Benchmarking Experiments on the Million Song Dataset,2012,1,Various,NA,NA,NA,NA,Various
Decoding Tempo and Timing Variations in Music Recordings from Beat Annotations,2012,2,Pop/Rock (1), Classical (2),NA,NA,NA,"Pop, Rock, Classical"
Unsupervised Chord-Sequence Generation from an Audio Example,2012,5,Pop/Rock (1), Classical (2&3), Flamenco, genre N/A,NA,Various
Listening Level Changes Music Similarity,2012,1,Various,NA,NA,NA,NA,Various
Pitch Content Visualization Tools for Music Performance Analysis,2012,2,Bulgarian Folk, Blues,NA,NA,NA,"Non-Western, Folk, Blues"
A Multipitch Approach to Tonic Identification in Indian Classical Music,2012,1,Indian Classical Music,NA,NA,NA,NA,"Non-Western, Classical"
Separating Presentation and Content in MEI,2012,1,Doesn't Specify,NA,NA,NA,NA,Doesn't Specify
A Study of Intonation in Three-Part Singing using the Automatic Music Performance Analysis and Comparison Toolkit (AMPACT),2012,1,Doesn't specify,NA,NA,NA,NA,Doesn't Specify
Influence of Peak Selection Methods on Onset Detection,2012,1,Instrument recordings and Jazz,NA,NA,NA,NA,Single Instrument
Evaluation of Musical Features for Emotion Classification,2012,1,Pop,NA,NA,NA,NA,Pop
BLAST for Audio Sequences Alignment: A Fast Scalable Cover Identification Tool,2012,2,Pop (1), Various (2),NA,NA,NA,"Pop, Various"
A Cross-cultural Study of Music Mood Perception between American and Chinese Listeners,2012,2,Various (1), Pop (2),NA,NA,NA,"Pop, Various"
Shortest Path Techniques for Annotation and Retrieval of Environmental Sounds,2012,2,Environmental noises Genre N/A,NA,NA,NA,NA,N/A
Multivariate Autoregressive Mixture Models for Music Auto-Tagging,2012,1,Pop,NA,NA,NA,NA,Pop
Building Musically-relevant Audio Features through Multiple Timescale Representations,2012,1,Various,NA,NA,NA,NA,Various
A Comparison of Sound Segregation Techniques for Predominant Instrument Recognition in Musical Audio Signals,2012,2,Doesn't specify (both),NA,NA,NA,NA,Doesn't Specify
Learning Sparse Feature Representations for Music Annotation and Retrieval,2012,1,Pop,NA,NA,NA,NA,Pop
Score Analyzer: Automatically Determining Scores Difficulty Level for Instrumental e-Learning,2012,1,Classical,NA,NA,NA,NA,Classical
Digital Document Image Retrieval Using Optical Music Recognition,2012,1,Gregorian chant,NA,NA,NA,NA,Classial
Music/Voice Separation Using the Similarity Matrix,2012,1,Pop,NA,NA,NA,NA,Pop
Breathy or Resonant – A Controlled and Curated Dataset for Phonation Mode Detection in Singing,2012,1,Genre N/A,NA,NA,NA,NA,N/A
Robust Singer Identification in Polyphonic Music using Melody Enhancement and Uncertainty-based Learning,2012,1,Pop,NA,NA,NA,NA,Pop
Predominant Fundamental Frequency Estimation vs Singing Voice Separation for the Automatic Transcription of Accompanied Flamenco Singing,2012,1,Fandango - spanish dance music,NA,NA,NA,NA,Other
Using Linked Open Data for Novel Artist Recommendations,2012,1,Various,NA,NA,NA,NA,Various
Chordify: Chord transcription for the masses,2012,0,N/A,NA,NA,NA,NA,N/A
A Music similarity game prototype using the CASIMIR API,2012,2,Various (both),NA,NA,NA,NA,Various
Notes from the ISMIR12 Late-Breaking session on evaluation in music information retrieval,2012,0,N/A,NA,NA,NA,NA,N/A
Infrastructures and Interfaces for data collection in MIR,2012,0,N/A,NA,NA,NA,NA,N/A
Music Imagery IR: Bringing the song on your mind back to your ears,2012,0,N/A,NA,NA,NA,NA,N/A
Late-break session on Music Structure Analysis,2012,0,N/A,NA,NA,NA,NA,N/A
MIReS Roadmap: Challenges for Discussion,2012,0,N/A,NA,NA,NA,NA,N/A
Shared Open Vocabularies and Semantic Media,2012,0,N/A,NA,NA,NA,NA,N/A
Teaching MIR: educational resourcs related to MIR,2012,0,N/A,NA,NA,NA,NA,N/A
"Past, Present and Future in Ethnomusicology: the computational challenge",2012,0,N/A,NA,NA,NA,NA,N/A
Multiscale Approaches To Music Audio Feature Learning,2013,1,various,NA,NA,NA,NA,Various
Transfer Learning In Mir: Sharing Learned Latent Representations For Music Audio Classification And Similarity,2013,5,various,NA,NA,NA,NA,Various
A Distributed Model For Multiple-Viewpoint Melodic Prediction,2013,8,various,NA,NA,NA,NA,Various
Learning Rhythm And Melody Features With Deep Belief Networks,2013,1,various,NA,NA,NA,NA,Various
A Comparative Study Of Indian And Western Music Forms,2013,2,5 indian genres, 10 western genres,NA,NA,NA,"Non-Western, Various"
Swara Histogram Based Structural Analysis And Identification Of Indian Classical Ragas,2013,1,Indian classical raga,NA,NA,NA,NA,"Non-Western, Classical"
Combining Modeling Of Singing Voice And Background Music For Automatic Separation Of Musical Mixtures,2013,1,Chinese pop,NA,NA,NA,NA,Non-Western
On Finding Symbolic Themes Directly From Audio Files Using Dynamic Programming,2013,1,Tchaikovsky's six symphonies,NA,NA,NA,NA,Classical
"Towards Light-Weight, Real-Time-Capable Singing Voice Detection",2013,3,various,NA,NA,NA,NA,Various
The Use Of Melodic Scales In Bollywood Music: An Empirical Study,2013,1,Bollywood music,NA,NA,NA,NA,Other
Bilevel Sparse Models for Polyphonic Music Transcription,2013,2,single instrument,NA,NA,NA,NA,Single Instrument
JProductionCritic: An Educational Tool for Detecting Technical Errors in Audio Mixes,2013,0,n/a,NA,NA,NA,NA,N/A
Combining Timbric and Rhythmic Features for Semantic Music Tagging,2013,1,various,NA,NA,NA,NA,Pop
The Audio Degradation Toolbox and Its Application to Robustness Evaluation,2013,1,rock and pop,NA,NA,NA,NA,"Pop, Rock"
Do Online Social Tags Predict Perceived or Induced Emotional Responses to Music?,2013,2,pop, rock, country, metal and instrumental,NA,Various
A Video Compression-Based Approach to Measure Music Structural Similarity,2013,2,classical,NA,NA,NA,NA,Classical
Dunya: A System to Browse Audio Music Collections Exploiting Cultural Context,2013,1,not specify,NA,NA,NA,NA,Doesn't Specify
An Analysis of Chorus Features in Popular Song,2013,1,various, top 100 songs from 1958-1991,NA,NA,NA,Pop
Visual Humdrum-Library for PWGL,2013,0,n/a,NA,NA,NA,NA,N/A
Source Separation of Polyphonic Music with Interactive User-Feedback on a Piano Roll Display,2013,1,Instrument Recordings and song recordigns,NA,NA,NA,NA,Single Instrument
Optical Measure Recognition in Common Music Notation,2013,1,classical,NA,NA,NA,NA,Classical
Musicbrainz for The World: The Chilean Experience,2013,9,Chilean music,NA,NA,NA,NA,Other
Influences of ISMIR and MIREX Research on Technology Patents,2013,0,n/a,NA,NA,NA,NA,N/A
Toward Understanding Expressive Percussion Through Content Based Analysis,2013,1,percussion,NA,NA,NA,NA,Single Instrument
Data Driven and Discriminative Projections for Large-Scale Cover Song Identification,2013,1,various,NA,NA,NA,NA,Various
"Simultaneous Unsupervised Learning of Flamenco Metrical Structure, Hypermetrical Structure, and Multipart Structural Relations",2013,0,n/a,NA,NA,NA,NA,N/A
A Corpus-Based Study on Ragtime Syncopation,2013,2,ragtime pieces,NA,NA,NA,NA,Other
A Computational Comparison of Theory And Practice of Scale Intonation in Byzantine Chant,2013,0,n/a,NA,NA,NA,NA,N/A
Score Informed Tonic Identification for Makam Music of Turkey,2013,2,makam music,NA,NA,NA,NA,Non-Western
Placing Music Artists and Songs in Time Using Editorial Metadata and Web Mining Techniques,2013,1,Dutch and American music,NA,NA,NA,NA,Other
